Symbol,Sector,industry
GECCN,,
GEG,Technology,Computer Software: Prepackaged Software
GLDD,Basic Industries,Military/Government/Technical
GSBC,Finance,Major Banks
GRBK,Capital Goods,Homebuilding
GPP,Basic Industries,Major Chemicals
GPRE,Basic Industries,Major Chemicals
GRCY,Finance,Business Services
GRCYU,Finance,Business Services
GRCYW,Finance,Business Services
GCBC,Finance,Banks
GTEC,Technology,Industrial Machinery/Components
GNLN,Capital Goods,Recreational Products/Toys
GLRE,Finance,Property-Casualty Insurers
GP,Capital Goods,Construction/Ag Equipment/Trucks
GRNQ,Technology,EDP Services
GNRS,Finance,Business Services
GNRSU,Finance,Business Services
GNRSW,Finance,Business Services
GSKY,Miscellaneous,Business Services
GRNV,Health Care,Misc Health and Biotechnology Services
GRNVR,Health Care,Misc Health and Biotechnology Services
GRNVU,Health Care,Misc Health and Biotechnology Services
GRNVW,Health Care,Misc Health and Biotechnology Services
GLSI,Health Care,Major Pharmaceuticals
GDYN,Technology,Computer Software: Prepackaged Software
GDYNW,Technology,Computer Software: Prepackaged Software
GSUM,Technology,Computer Software: Prepackaged Software
GRFS,Health Care,Major Pharmaceuticals
GRIN,Transportation,Marine Transportation
GRTS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GO,Consumer Services,Food Chains
GRPN,Technology,Advertising
GRWG,Consumer Services,RETAIL: Building Materials
OMAB,Transportation,Aerospace
GGAL,Finance,Commercial Banks
GVP,Technology,Computer Software: Prepackaged Software
GSIT,Technology,Semiconductors
GTYH,Technology,EDP Services
GNTY,Finance,Major Banks
GFED,Finance,Major Banks
GH,Health Care,Medical Specialities
GHSI,Health Care,Major Pharmaceuticals
GIFI,Capital Goods,Metal Fabrications
GURE,Basic Industries,Major Chemicals
GWPH,Health Care,Major Pharmaceuticals
GWGH,Finance,Life Insurance
GXGX,Finance,Business Services
GXGXU,Finance,Business Services
GXGXW,Finance,Business Services
GYRO,Consumer Services,Building operators
HEES,,
HLG,Consumer Services,Other Consumer Services
HOFV,Consumer Services,Services-Misc. Amusement & Recreation
HOFVW,Consumer Services,Services-Misc. Amusement & Recreation
HNRG,Energy,Coal Mining
HALL,Finance,Property-Casualty Insurers
HALO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HLNE,Finance,Investment Managers
HJLI,Health Care,Medical/Dental Instruments
HJLIW,Health Care,Medical/Dental Instruments
HWC,Finance,Major Banks
HWCPL,Finance,Major Banks
HWCPZ,Finance,Major Banks
HAFC,Finance,Major Banks
HAPP,Consumer Durables,Specialty Chemicals
HCDI,Capital Goods,Homebuilding
HONE,Finance,Major Banks
HLIT,Technology,Radio And Television Broadcasting And Communications Equipment
HRMY,Health Care,Major Pharmaceuticals
HARP,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HROW,Health Care,Major Pharmaceuticals
HBIO,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HCAP,,
HCAPZ,,
HAS,Consumer Non-Durables,Recreational Products/Toys
HA,Transportation,Air Freight/Delivery Services
HWKN,Consumer Durables,Specialty Chemicals
HWBK,Finance,Major Banks
HAYN,Capital Goods,Steel/Iron Ore
HBT,Finance,Major Banks
HHR,Technology,Professional Services
HAACU,Finance,Business Services
HCAT,Technology,"Computer Software: Programming, Data Processing"
HSAQ,Finance,Business Services
HCARU,Finance,Business Services
HCSG,Health Care,Hospital/Nursing Management
HTIA,Consumer Services,Real Estate Investment Trusts
HQY,Miscellaneous,Business Services
HSTM,Technology,"Computer Software: Programming, Data Processing"
HTLD,Transportation,Trucking Freight/Courier Services
HTLF,Finance,Major Banks
HTLFP,Finance,Major Banks
HTBX,Health Care,Major Pharmaceuticals
HSII,Technology,Diversified Commercial Services
HELE,Consumer Durables,Home Furnishings
HLIO,Capital Goods,Metal Fabrications
HSDT,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HLXA,Finance,Business Services
HMTV,Consumer Services,Television Services
HNNA,Finance,Investment Managers
HSIC,Health Care,Medical Specialities
HEPA,Health Care,Major Pharmaceuticals
HTBK,Finance,Major Banks
HFWA,Finance,Banks
HGBL,Miscellaneous,Business Services
HCCI,Basic Industries,Miscellaneous
MLHR,Consumer Durables,Office Equipment/Supplies/Services
HRTX,Health Care,Major Pharmaceuticals
HSKA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
HFEN,Finance,Real Estate
HFFG,Consumer Non-Durables,Food Distributors
HIBB,Consumer Services,Other Specialty Stores
CAPA,Finance,Business Services
CAPAU,Finance,Business Services
CAPAW,Finance,Business Services
SNLN,,
HPK,Energy,Oil & Gas Production
HPKEW,Energy,Oil & Gas Production
HIHO,Capital Goods,Metal Fabrications
HIMX,Technology,Semiconductors
HIFS,,
HQI,Technology,Professional Services
HSTO,Health Care,Major Pharmaceuticals
HKIT,Technology,Computer Software: Prepackaged Software
HMNF,Finance,Savings Institutions
HMSY,Miscellaneous,Business Services
HOL,Finance,Business Services
HOLUU,Finance,Business Services
HOLUW,Finance,Business Services
HOLI,Energy,Industrial Machinery/Components
HOLX,Health Care,Medical Electronics
HBCP,Finance,Banks
HOMB,Finance,Major Banks
HFBL,Finance,Savings Institutions
HMST,Finance,Major Banks
HTBI,Finance,Savings Institutions
FIXX,Health Care,Major Pharmaceuticals
HOFT,Consumer Durables,Home Furnishings
HOOK,Health Care,Major Pharmaceuticals
HOPE,Finance,Major Banks
HBNC,Finance,Major Banks
HRZN,,
HZNP,Health Care,Major Pharmaceuticals
HST,Consumer Services,Real Estate Investment Trusts
TWNK,Consumer Non-Durables,Packaged Foods
TWNKW,Consumer Non-Durables,Packaged Foods
HOTH,Health Care,Major Pharmaceuticals
HMHC,Consumer Services,Books
HWCC,Consumer Non-Durables,Telecommunications Equipment
HOVNP,Capital Goods,Homebuilding
HBMD,Finance,Major Banks
HTGM,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HTHT,Consumer Services,Hotels/Resorts
HUBG,Transportation,Oil Refining/Marketing
HUSN,Consumer Services,Professional Services
HEC,Finance,Business Services
HECCU,Finance,Business Services
HECCW,Finance,Business Services
HSON,Technology,Professional Services
HDSN,Consumer Durables,Industrial Specialties
HUIZ,Finance,Specialty Insurers
HMCOU,Finance,Business Services
HGEN,Health Care,Major Pharmaceuticals
HBAN,Finance,Major Banks
HBANN,Finance,Major Banks
HBANO,Finance,Major Banks
HURC,Capital Goods,Industrial Machinery/Components
HURN,Consumer Services,Professional Services
HCM,Health Care,Major Pharmaceuticals
HBP,Consumer Services,RETAIL: Building Materials
HVBC,Finance,Major Banks
HYMC,Basic Industries,Precious Metals
HYMCW,Basic Industries,Precious Metals
HYMCZ,Basic Industries,Precious Metals
HYFM,Consumer Durables,Consumer Specialties
HYGO,Public Utilities,Oil/Gas Transmission
HYRE,Consumer Services,Rental/Leasing Companies
IIIV,Miscellaneous,Business Services
IAC,Consumer Services,Other Consumer Services
IBEX,Technology,EDP Services
ICAD,Health Care,Medical/Dental Instruments
IEP,Capital Goods,Auto Parts:O.E.M.
ICCH,Finance,Property-Casualty Insurers
ICFI,Consumer Services,Professional Services
ICHR,Technology,Semiconductors
ICLK,Technology,Computer Software: Prepackaged Software
ICLR,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICON,Consumer Non-Durables,Shoe Manufacturing
ICUI,Health Care,Medical/Dental Instruments
IPWR,Energy,Industrial Machinery/Components
IDEX,Capital Goods,Auto Manufacturing
IDYA,Health Care,Major Pharmaceuticals
INVE,Technology,Computer peripheral equipment
IDRA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDXX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IEC,Technology,Electrical Products
IESC,Capital Goods,Engineering & Construction
IROQ,Finance,Savings Institutions
IFMK,Consumer Services,Food Chains
IGAC,Finance,Business Services
IGACU,Finance,Business Services
IGACW,Finance,Business Services
IGMS,Health Care,Major Pharmaceuticals
IHRT,Consumer Services,Broadcasting
IIVI,Capital Goods,Electronic Components
IIVIP,Capital Goods,Electronic Components
IKNX,Miscellaneous,Industrial Machinery/Components
ILMN,Capital Goods,Biotechnology: Laboratory Analytical Instruments
IMAB,Health Care,Major Pharmaceuticals
IMAC,Health Care,Medical Specialities
IMACW,Health Care,Medical Specialities
ISNS,Capital Goods,Industrial Machinery/Components
IMRA,Health Care,Major Pharmaceuticals
IMBI,Consumer Services,Catalog/Specialty Distribution
IMTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMTXW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMMR,Technology,Computer peripheral equipment
ICCC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMUX,Health Care,Major Pharmaceuticals
IMGN,Health Care,Major Pharmaceuticals
IMNM,Health Care,Major Pharmaceuticals
IPA,Health Care,Major Pharmaceuticals
IMVT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMRN,Health Care,Major Pharmaceuticals
IMRNW,Health Care,Major Pharmaceuticals
IMMP,Health Care,Major Pharmaceuticals
PI,Capital Goods,Industrial Machinery/Components
IMV,Health Care,Major Pharmaceuticals
INAB,,
NARI,Health Care,Medical/Dental Instruments
INCY,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Finance,Major Banks
IBCP,Finance,Major Banks
IBTX,Finance,Major Banks
INDT,Finance,Real Estate
ILPT,Consumer Services,Real Estate Investment Trusts
ITAC,Finance,Business Services
ITACU,Finance,Business Services
ITACW,Finance,Business Services
INFN,Public Utilities,Telecommunications Equipment
INFI,Health Care,Major Pharmaceuticals
IFRX,,
III,Consumer Services,Professional Services
IEA,Finance,Business Services
IEAWW,Finance,Business Services
IMKTA,Consumer Services,Food Chains
IKT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INBX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INM,Health Care,Major Pharmaceuticals
INMD,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INMB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPHA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INOD,Technology,EDP Services
IOSP,Basic Industries,Major Chemicals
ISSC,Technology,EDP Services
INVA,Health Care,Major Pharmaceuticals
INGN,Health Care,Industrial Specialties
INOV,Technology,EDP Services
INO,Health Care,Medical/Dental Instruments
INZY,Health Care,Major Pharmaceuticals
IPHI,Technology,Semiconductors
INPX,Technology,EDP Services
INSG,Capital Goods,Telecommunications Equipment
NSIT,Consumer Services,Catalog/Specialty Distribution
ISIG,Consumer Services,Advertising
INSM,Health Care,Major Pharmaceuticals
INSE,Technology,Computer Software: Prepackaged Software
IIIN,Capital Goods,Steel/Iron Ore
INAQ,Finance,Property-Casualty Insurers
INAQU,Finance,Property-Casualty Insurers
INAQW,Finance,Property-Casualty Insurers
IIIIU,Finance,Business Services
PODD,Health Care,Medical/Dental Instruments
NTEC,Health Care,Major Pharmaceuticals
IART,Health Care,Medical/Dental Instruments
IMTE,Consumer Non-Durables,Consumer Electronics/Appliances
INTC,Technology,Semiconductors
NTLA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDN,Technology,Computer Software: Prepackaged Software
IPAR,Consumer Non-Durables,Package Goods/Cosmetics
IBKR,Finance,Investment Bankers/Brokers/Service
ICPT,Health Care,Major Pharmaceuticals
IDCC,Miscellaneous,Multi-Sector Companies
TILE,Consumer Durables,Home Furnishings
IBOC,Finance,Major Banks
IGIC,Finance,Specialty Insurers
IGICW,Finance,Specialty Insurers
IMXI,Miscellaneous,Business Services
IDXG,Health Care,Medical/Dental Instruments
XENT,Health Care,Medical/Dental Instruments
IPLDP,Public Utilities,Power Generation
IVAC,Technology,Industrial Machinery/Components
ITCI,Health Care,Major Pharmaceuticals
IIN,Capital Goods,Electrical Products
INTZ,Technology,Computer Communications Equipment
INTU,Technology,Computer Software: Prepackaged Software
ISRG,Health Care,Industrial Specialties
IVA,Health Care,Major Pharmaceuticals
PLW,,
ADRE,,
BSCL,,
BSJL,,
BSML,,
BSAE,,
BSCM,,
BSJM,,
BSMM,,
BSBE,,
BSCN,,
BSJN,,
BSMN,,
BSCE,,
BSCO,,
BSJO,,
BSMO,,
BSDE,,
BSCP,,
BSJP,,
BSMP,,
BSCQ,,
BSJQ,,
BSMQ,,
BSCR,,
BSJR,,
BSMR,,
BSCS,,
BSJS,,
BSMS,,
BSCT,,
BSMT,,
BSCU,,
BSMU,,
PKW,,
PFM,,
PYZ,,
PEZ,,
PSL,,
PIZ,,
PIE,,
PXI,,
PFI,,
PTH,,
PRN,,
PDP,,
DWAS,,
PTF,,
PUI,,
IDLB,,
PRFZ,,
PIO,,
PGJ,,
IHYF,,
PEY,,
IPKW,,
PID,,
KBWB,,
KBWD,,
KBWY,,
KBWP,,
KBWR,,
QQQM,,
PNQI,,
QQQJ,,
PDBC,,
QQQ,,
ISDX,,
ISEM,,
IUS,,
IUSS,,
USLB,,
PSCD,,
PSCC,,
PSCE,,
PSCF,,
PSCH,,
PSCI,,
PSCT,,
PSCM,,
PSCU,,
VRIG,,
PHO,,
ISTR,Finance,Major Banks
CMFNL,,
ICMB,,
ISBC,Finance,Major Banks
ITIC,Finance,Specialty Insurers
NVIV,Health Care,Medical/Dental Instruments
INVO,Health Care,Medical/Dental Instruments
IONS,Health Care,Major Pharmaceuticals
IOVA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPGP,Technology,Semiconductors
CLRG,,
CSML,,
IQ,Consumer Services,Consumer Electronics/Video Chains
IRMD,Health Care,Medical/Dental Instruments
IRTC,Health Care,Medical/Dental Instruments
IRIX,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRDM,Capital Goods,Telecommunications Equipment
IRBT,Consumer Durables,Consumer Electronics/Appliances
IRWD,Health Care,Major Pharmaceuticals
IRCP,Consumer Services,Building operators
SLQD,,
ISHG,,
SHY,,
IGSB,,
TLT,,
IEI,,
IGIB,,
IEF,,
AIA,,
USIG,,
COMT,,
ISTB,,
IXUS,,
IUSG,,
IUSV,,
IUSB,,
HEWG,,
HYXF,,
DMXF,,
EMXF,,
USXF,,
SUSB,,
ESGD,,
ESGE,,
ESGU,,
SUSC,,
LDEM,,
SUSL,,
XT,,
FALN,,
IFGL,,
BGRN,,
IGF,,
GNMA,,
IBTA,,
IBTB,,
IBTD,,
IBTE,,
IBTF,,
IBTG,,
IBTH,,
IBTI,,
IBTJ,,
IBTK,,
IGOV,,
EMB,,
MBB,,
JKI,,
ACWX,,
ACWI,,
AAXJ,,
EWZS,,
MCHI,,
SCZ,,
EEMA,,
EMXC,,
EUFN,,
IEUS,,
RING,,
SDG,,
EWJE,,
EWJV,,
ENZL,,
QAT,,
TUR,,
UAE,,
IBB,,
SOXX,,
PFF,,
AMCA,,
EMIF,,
ICLN,,
WOOD,,
INDY,,
IJT,,
DVY,,
SHV,,
ITMR,Health Care,Medical/Dental Instruments
ITOS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ITI,Capital Goods,Telecommunications Equipment
ITRM,Health Care,Major Pharmaceuticals
ITRI,Capital Goods,Electrical Products
ITRN,Technology,Electronic Components
ISEE,Health Care,Major Pharmaceuticals
IZEA,Consumer Services,Advertising
JJSF,Consumer Non-Durables,Specialty Foods
MAYS,Consumer Services,Building operators
JBHT,Transportation,Trucking Freight/Courier Services
JCOM,Technology,Telecommunications Equipment
JCIC,,
JCICU,Finance,Business Services
JKHY,Technology,EDP Services
JACK,Consumer Services,Restaurants
JAGX,Health Care,Major Pharmaceuticals
JAKK,Consumer Non-Durables,Recreational Products/Toys
JRVR,Finance,Property-Casualty Insurers
JAMF,Technology,Computer Software: Prepackaged Software
JAN,Consumer Services,Home Furnishings
JSML,,
JSMD,,
JAZZ,Health Care,Major Pharmaceuticals
JD,Consumer Services,Other Specialty Stores
JRSH,Consumer Non-Durables,Apparel
JBLU,Transportation,Air Freight/Delivery Services
JCTCF,Consumer Services,RETAIL: Building Materials
FROG,Technology,Computer Software: Prepackaged Software
JFIN,Finance,Finance: Consumer Services
JYAC,Finance,Business Services
JMPNL,Finance,Investment Bankers/Brokers/Service
JMPNZ,Finance,Investment Bankers/Brokers/Service
JBSS,Consumer Non-Durables,Specialty Foods
JOUT,Consumer Non-Durables,Recreational Products/Toys
JNCE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
YY,Technology,EDP Services
JAQC,,
JAQCU,Finance,Business Services
JUPW,Consumer Non-Durables,Package Goods/Cosmetics
JUPWW,Consumer Non-Durables,Package Goods/Cosmetics
KDMN,Health Care,Major Pharmaceuticals
KALU,Capital Goods,Metal Fabrications
KXIN,Consumer Durables,Automotive Aftermarket
KALA,Health Care,Major Pharmaceuticals
KLDO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KALV,Health Care,Major Pharmaceuticals
KMDA,Health Care,Major Pharmaceuticals
KNDI,Capital Goods,Auto Manufacturing
KRTX,Health Care,Major Pharmaceuticals
KPTI,Health Care,Major Pharmaceuticals
KSPN,Consumer Services,Consumer Electronics/Video Chains
KZIA,Health Care,Major Pharmaceuticals
KBSF,Consumer Non-Durables,Apparel
KRNY,Finance,Savings Institutions
KELYA,Technology,Professional Services
KELYB,Technology,Professional Services
KFFB,Finance,Savings Institutions
KROS,Health Care,Major Pharmaceuticals
KDP,Consumer Non-Durables,Beverages (Production/Distribution)
KEQU,Capital Goods,Medical Specialities
KTCC,Technology,Electrical Products
KZR,Health Care,Major Pharmaceuticals
KFRC,Technology,Professional Services
KE,Technology,Electrical Products
KBAL,Consumer Durables,Home Furnishings
KIN,Health Care,Major Pharmaceuticals
KC,Technology,Computer Software: Prepackaged Software
KINS,Finance,Property-Casualty Insurers
KNSA,Health Care,Major Pharmaceuticals
KNTE,Health Care,Major Pharmaceuticals
KINZU,Finance,Business Services
KNSL,Finance,Property-Casualty Insurers
KTRA,Health Care,Major Pharmaceuticals
KIRK,Consumer Services,Other Specialty Stores
KRBP,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSMT,Finance,Business Services
KSMTU,Finance,Business Services
KSMTW,Finance,Business Services
KLAC,Capital Goods,Electronic Components
KLXE,Energy,Oilfield Services/Equipment
KOD,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KOPN,Technology,Semiconductors
KRNT,Capital Goods,Industrial Machinery/Components
KOSS,Consumer Non-Durables,Consumer Electronics/Appliances
KWEB,,
KTOS,Capital Goods,Military/Government/Technical
KRON,Health Care,Major Pharmaceuticals
KRYS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KBNT,Technology,EDP Services
KBNTW,Technology,EDP Services
KLIC,Technology,Semiconductors
KURA,Health Care,Major Pharmaceuticals
KRUS,Consumer Services,Restaurants
KVHI,Technology,Radio And Television Broadcasting And Communications Equipment
