,Sector,industry,Market Cap,Enterprise Value,Shares Outstanding,PEG Ratio,Price/Book,Price/Sales,Forward P/E,Trailing P/E,Quarterly Revenue Growth,Average Dividend Yield,Held by Insiders,Held by Institutions,Gross Profit,EBITDA,EBIT_Q,EBIT_Y,Quarterly Earnings Growth,Total Cash,Diluted EPS,Quarterly Cash Growth,Cash,Net Income Q,Net Income Y
WELL,Consumer Services,Real Estate Investment Trusts,26810000000.0,39420000000.0,417300000.0,18.3,1.6,5.6,90.0,23.8,-0.18100000000000002,5.0,0.0017000000000000001,0.9294,2410000000.0,2049999999.9999998,130957000.0,1258952000.0,-0.44799999999999995,1600000000.0,2.4,-0.04469343626583749,1603740000.0,325585000.0,1232432000.0
WCC,Consumer Non-Durables,Telecommunications Equipment,4290000000.0,9260000000.0,50040000.0,0.8,1.3,0.3,13.1,31.7,0.9279999999999999,,0.0072,1.0012,1580000000.0,552260000.0,223845000.0,350713000.0,0.251,352250000.0,2.6,0.3281288882521058,352249000.0,80678000.0,223426000.0
WCC^A,,,,,,,,,,,,,,,,,,,,,,,,,
WST,Basic Industries,Specialty Chemicals,22130000000.0,21940000000.0,73930000.0,5.0,12.8,11.1,65.3,72.5,0.201,0.5,0.0058,0.9454,605700000.0,476000000.0,106700000.0,292300000.0,0.462,519400000.0,4.1,0.16483516483516483,519400000.0,82300000.0,241700000.0
WAL,Finance,Major Banks,6700000000.0,,100830000.0,,2.1,5.8,12.1,15.4,0.031,,0.0338,0.8458,1090000000.0,,0.0,0.0,0.066,1420000000.0,4.3,-0.06567693779828682,1418735000.0,135769000.0,499171000.0
WALA,Finance,Major Banks,,,,,,,,,,,,,,,,,,,,,,,
WEA,,,168100000.0,,11860000.0,,1.0,90.7,,101.2,-0.024,6.6,0.0,0.5032,13300000.0,,2849383.0,11627658.0,,78.82,0.1,0.0,78820.0,-3338798.0,29122628.0
EMD,,,844370000.0,,60750000.0,,0.9,5.6,,5.7,-0.153,8.6,0.0,0.34850000000000003,93810000.0,,16862667.0,81461400.0,,646.26,-0.6,0.0,646259.0,-26043618.0,137861559.0
GDO,,,265899999.99999997,,14940000.0,,0.9,23.9,,25.0,,7.6,0.0,0.3019,,,,,,,,,,,
EHI,,,451400000.0,,43870000.0,,1.0,965.7,,7.1,0.006,9.2,0.0,0.37439999999999996,46110000.0,,9835174.0,38752464.0,,1210000.0,-0.0,0.0,1214667.0,-11618523.0,-1285952.0
HIX,,,579560000.0,,84240000.0,,1.0,69.0,,68.8,-0.18,9.4,0.0,0.2596,62690000.0,,11103826.0,53757567.0,2.434,541.21,0.0,0.0,541209.0,38882200.0,-47813114.0
HIO,,,627650000.0,,126800000.0,,0.9,33.0,,35.3,-0.067,7.5,0.0,0.5003,49390000.0,,10754053.0,42749214.0,1.883,3630000.0,0.143,0.0,3629794.0,46991094.0,18153246.0
HYI,,,344980000.0,,22650000.0,,1.0,9.1,,9.1,,7.9,0.0,0.40340000000000004,,,,,,,,,,,
SBI,,,129560000.0,,14080000.0,,0.9,476.7,,10.7,-0.12,4.2,0.0,0.37070000000000003,6990000.0,,997279.0,4484321.0,,,-0.0,,,-2168689.0,11505364.0
IGI,,,242370000.0,,10840000.0,,1.0,16.6,,16.9,,5.0,0.0,0.3176,,,,,,,,,,,
PAI,,,151140000.0,,9500000.0,,1.0,18.3,,19.6,-0.061,4.6,0.0002,0.2589,7030000.0,,1363465.0,5845678.0,-0.9009999999999999,,0.8,,,703816.0,20610905.0
MMU,,,554670000.0,,43370000.0,,0.9,396.5,,8.8,-0.153,5.3,0.0,0.1718,32619999.999999996,,6194844.0,25461591.0,,,-0.1,,,-10475237.0,-4392912.0
WMC,Consumer Services,Real Estate Investment Trusts,206760000.0,,60810000.0,,0.8,1.5,,1.9,1.6119999999999999,17.4,0.0083,0.332,92700000.0,,0.0,0.0,2.033,27940000.0,-5.886,0.41811702732014666,27459000.0,59807000.0,70699000.0
DMO,,,155750000.0,,10520000.0,,1.0,6.1,,6.3,,11.7,0.0,0.223,,,,,,,,,,,
MTT,,,254010000.0,,12200000.0,,1.0,11.8,,11.9,,4.3,0.0,0.1277,,,,,,,,,,,
MHF,,,167660000.0,,21630000.0,,0.9,65.4,,70.4,-0.068,4.1,0.0,0.12,7040000.0,,1457501.0,5834436.0,0.81,,0.1,,,6306789.0,2292326.0
MNP,,,145300000.0,,9720000.0,,0.9,136.2,,9.0,-0.08900000000000001,4.9,0.0,0.19260000000000002,9380000.0,,1398055.0,6035320.0,,,-0.1,,,-2588525.0,16104891.0
WIW,,,759300000.0,,61180000.0,,1.0,42.1,,47.7,-0.18600000000000003,3.7,0.0001,0.7118000000000001,37590000.0,,5680038.0,32202215.0,,3860000.0,0.2,0.0,3856950.0,-4645726.0,74387673.0
WIA,,,397640000.0,,23320000.0,,1.0,35.0,,33.2,-0.146,3.4,0.0066,0.7534000000000001,16570000.0,,2492907.0,13688630.0,,2240000.0,0.4,0.0,1993040.0,-742041.0,37341331.0
WES,Public Utilities,Natural Gas Distribution,6420000000.0,14160000000.0,416200000.0,,2.4,2.4,6.4,12.5,0.02,9.7,0.517,0.3638,1660000000.0,1770000000.0,321478000.0,1001510000.0,0.992,138040000.0,1.2,1.3108406709297264,138045000.0,241479000.0,662325000.0
WU,Miscellaneous,Business Services,9280000000.0,8539999999.999999,411120000.0,0.9,138.3,1.9,11.2,13.2,-0.037000000000000005,3.6,0.0048,1.0784,2250000000.0,1230000000.0,291400000.0,1038700000.0,0.693,1250000000.0,1.6,0.05907244414353419,1251400000.0,228600000.0,1058300000.0
WAB,Capital Goods,Railroads,15590000000.0,19280000000.0,190330000.0,,1.5,1.9,19.4,33.5,-0.068,0.5,0.053399999999999996,0.9648,2500000000.0,1200000000.0,226200000.0,959000000.0,0.406,559300000.0,2.4,-0.04864772920564722,559300000.0,128100000.0,326700000.0
WLK,Basic Industries,Major Chemicals,11280000000.0,14110000000.0,127720000.0,,1.9,1.5,34.6,40.0,-0.081,1.3,0.7323999999999999,0.2797,1260000000.0,1100000000.0,113000000.0,693000000.0,-0.639,1220000000.0,2.2,0.09738503155996393,1217000000.0,57000000.0,421000000.0
WLKP,Basic Industries,Major Chemicals,773930000.0,1150000000.0,35190000.0,,2.7,0.7,10.5,11.2,-0.07200000000000001,7.0,0.4535,0.4178,379430000.0,475840000.0,94136000.0,350150000.0,0.242,23330000.0,1.9,-0.012151748666271488,23331000.0,18535000.0,60981000.0
WBK,Finance,Commercial Banks,58800000000.0,,3610000000.0,0.6,1.1,3.8,16.1,33.1,-0.154,6.4,0.0,0.0049,17000000000.0,,0.0,0.0,-0.695,,1.7,0.0,30129000000.0,550000000.0,2290000000.0
WRK,Consumer Durables,Containers/Packaging,12020000000.0,21200000000.0,262649999.99999997,2.0,1.1,0.6,14.5,12.5,-0.039,3.7,0.0134,0.8376,3200000000.0,2720000000.0,408900000.0,1275200000.0,,251100000.0,-2.6,-0.13859348198970842,251100000.0,-1156000000.0,-690900000.0
WHG,Finance,Investment Managers,124170000.0,54800000.0,8369999.999999999,,0.9,1.8,,40.0,-0.223,7.0,0.1014,0.6711,33930000.0,-828.0,79000.0,6498000.0,,77590000.0,-1.1,-0.6450166188589901,15593000.0,-10289000.0,5911000.0
WEX,Miscellaneous,Business Services,8870000000.0,10350000000.0,44130000.0,1.5,4.2,5.4,24.3,196.9,-0.16399999999999998,,0.0066,1.016,1270000000.0,463040000.0,48207000.0,403641000.0,,1520000000.0,1.0,0.19669247036821197,1521622000.0,-65840000.0,156323000.0
WY,Consumer Services,Real Estate Investment Trusts,24270000000.0,29490000000.0,746420000.0,0.5,2.8,3.4,27.4,49.2,0.263,4.2,0.0019,0.8218000000000001,1140000000.0,1640000000.0,586000000.0,615000000.0,1.859,787000000.0,0.6,0.223950233281493,787000000.0,283000000.0,-76000000.0
WPM,Basic Industries,Precious Metals,19530000000.0,19810000000.0,449280000.0,,3.5,18.8,28.9,45.6,0.374,1.3,0.0013,0.6713,602770000.0,702900000.0,155222000.0,125528000.0,0.973,209830000.0,0.9,0.5924987098145169,209834000.0,149875000.0,86138000.0
WHR,Consumer Durables,Consumer Electronics/Appliances,12170000000.0,16370000000.000002,62550000.0,,3.6,0.6,10.4,14.1,0.039,2.9,0.0045000000000000005,0.9689,3530000000.0,2130000000.0,638000000.0,1317000000.0,0.109,3530000000.0,13.7,0.3857030636292223,3528000000.0,397000000.0,1184000000.0
WTM,Finance,Property-Casualty Insurers,3300000000.0,3440000000.0,3100000.0,,0.9,3.8,,11.5,1.955,0.1,0.026099999999999998,0.8909,767600000.0,408800000.0,329700000.0,424600000.0,3.782,703700000.0,89.1,0.14695652173913043,131900000.0,232900000.0,414500000.0
WSR,Consumer Services,Real Estate Investment Trusts,334600000.0,962120000.0,42350000.0,,1.0,2.8,,17.1,-0.01,9.4,0.0697,0.5524,83730000.0,59800000.0,7393000.0,35330000.0,-0.502,38990000.0,0.4,-0.02339444945396253,38990000.0,900000.0,23683000.0
WLL,Energy,Oil & Gas Production,951280000.0,1380000000.0,38050000.0,,0.7,2.0,,2.3,-0.511,,0.0064,0.8240999999999999,1060000000.0,532760000.0,-28202000.0,13564000.0,,13700000.0,-46.8,-0.9721553868413779,13702000.0,277695000.0,-241166000.0
WOW,Consumer Services,Television Services,946610000.0,3230000000.0,86840000.0,,,0.7,20.5,48.9,0.012,,0.045700000000000005,0.8120999999999999,568500000.0,373900000.0,44700000.0,181900000.0,-0.21100000000000002,32900000.0,0.2,-0.1691919191919192,32900000.0,9000000.0,36400000.0
WMB,Public Utilities,Natural Gas Distribution,25850000000.0,48200000000.0,1210000000.0,0.7,2.1,3.3,16.6,112.1,-0.033,6.6,0.0015,0.8829,4700000000.0,4200000000.0,640000000.0,2432000000.0,0.39799999999999996,70000000.0,0.1,-0.9382171226831421,70000000.0,309000000.0,850000000.0
WSM,Consumer Services,Home Furnishings,9560000000.0,10330000000.0,76590000.0,1.4,6.8,1.5,17.2,18.3,0.223,2.8,0.010700000000000001,1.0227,2140000000.0000002,936530000.0,274604000.0,469149000.0,1.7009999999999998,773170000.0,6.8,-0.18421330294589347,773170000.0,201772000.0,356062000.0
WGO,Consumer Non-Durables,Homebuilding,2069999999.9999998,2340000000.0,33549999.999999996,0.5,2.3,0.8,10.7,19.8,0.348,1.2,0.0394,0.9189,314580000.0,213870000.0,85015000.0,125221000.0,3.082,272940000.0,3.1,-0.06711441510723747,272939000.0,57423000.0,61442000.0
WIT,Technology,EDP Services,33340000000.000004,29010000000.0,5690000000.0,3.3,4.0,4.0,22.2,25.9,0.013000000000000001,0.5,0.0,0.0236,174150000000.0,,33247000000.0,101417000000.0,0.20800000000000002,,0.2,-0.08521023730014499,139435000000.0,29667000000.0,97218000000.0
WNS,Miscellaneous,Business Services,3460000000.0,3390000000.0,49990000.0,2.3,5.1,3.9,23.8,34.8,-0.016,,0.0007000000000000001,1.0047,344400000.0,173240000.0,40614000.0,147300000.0,0.017,282730000.0,1.9,0.06377533213895158,137160000.0,29229000.0,116800000.0
WWW,Consumer Non-Durables,Shoe Manufacturing,2640000000.0,3340000000.0,82070000.0,,3.5,1.4,16.0,78.3,-0.141,1.1,0.0263,0.9615,923800000.0,118300000.0,49700000.0,170900000.0,-0.54,342000000.0,0.4,-0.19072408897302415,342000000.0,22400000.0,128500000.0
WF,Finance,Commercial Banks,6540000000.0,,240760000.0,,0.3,0.9,4.8,5.5,0.076,,0.0,0.0139,6840000000000.0,,0.0,0.0,-0.012,,5.6,-0.0660521472629908,8814244000000.0,480200000000.0,1872207000000.0
WK,Technology,Computer Software: Prepackaged Software,4600000000.0,4400000000.0,39900000.0,,57.6,13.4,,,0.188,,0.091,0.846,212880000.0,-42720000.0,-6952000.0,-45722000.0,,523880000.0,-1.1,0.05971088304266626,426132000.0,-10507000.0,-48134000.0
INT,Energy,Oil Refining/Marketing,2069999999.9999998,2029999999.9999998,63500000.0,,1.0,0.0,,12.5,-0.519,0.9,0.0318,0.9534999999999999,1110000000.0,293400000.0,41700000.0,319400000.0,0.701,572700000.0,2.6,-0.11305559857518972,572700000.0,82000000.0,178900000.0
WWE,Consumer Services,Movies/Entertainment,3950000000.0,4130000000.0,46700000.0,,10.3,4.1,29.9,23.5,0.18899999999999997,1.4,0.008199999999999999,1.1046,324480000.0,339680000.0,63754000.0,118751000.0,7.337999999999999,638250000.0,2.1,0.22337804866560532,519461000.0,48278000.0,77061000.0
WOR,Capital Goods,Steel/Iron Ore,2930000000.0,2820000000.0,52200000.0,,2.3,1.1,,5.3,-0.11699999999999999,2.1,0.354,0.4985,443340000.0,230870000.0,53345000.0,115227000.0,,856980000.0,10.4,0.09700831297648861,713130000.0,-74044000.0,78796000.0
WPP,Technology,Advertising,13780000000.0,20660000000.0,245070000.0,,1.8,0.8,11.6,11.6,-0.12300000000000001,4.9,0.0,0.0355,2410000000.0,,-1228100000.0,1288500000.0,,,9.8,0.0,1646900000.0,-1316650000.0,624100000.0
WPX,,,,,,,,,,,,,,,,,,,,,,,,,
WYND,Consumer Services,Hotels/Resorts,4050000000.0,9420000000.0,85860000.0,,,1.6,7.9,3.9,-0.444,3.6,0.0225,0.8931999999999999,2100000000.0,323000000.0,96000000.0,828000000.0,-0.7040000000000001,1280000000.0,-1.0,0.21292775665399238,1276000000.0,40000000.0,507000000.0
WH,Consumer Services,Hotels/Resorts,5670000000.0,7770000000.0,93160000.0,2.9,5.9,3.8,24.3,28.0,-0.361,,0.019,0.9655,982000000.0,402000000.0,71000000.0,464000000.0,-0.4,735000000.0,-0.6,0.10692771084337349,735000000.0,27000000.0,157000000.0
XYF,,,126800000.0,,53500000.0,,0.2,0.4,,2.8,-0.354,,0.0026,0.014199999999999999,1390000000.0,,-123587000.0,820327452.0,,,0.81,-0.027712725604435474,324251000.0,-113024000.0,774276129.0
XFLT,,,101970000.0,,12960000.0,,1.1,,,,,,0.0793,0.1039,,,,,,,,,,,
XHR,Consumer Services,Hotels/Resorts,1800000000.0,3070000000.0,113730000.0,,1.2,3.1,26.6,425.0,-0.762,6.2,0.0109,0.8288,321640000.0,20320000.0,-60890000.0,135783000.0,,321050000.0,-1.5,0.04957043100742756,321051000.0,-52344000.0,55400000.0
XRX,Technology,Computer peripheral equipment,4670000000.0,6700000000.0,198380000.0,7.5,0.8,0.6,10.5,14.2,-0.18899999999999997,3.6,0.0484,0.8959999999999999,3650000000.0,997000000.0,131000000.0,1129000000.0,-0.593,3240000000.0,4.2,0.4269366197183099,3242000000.0,90000000.0,1353000000.0
XIN,Basic Industries,Homebuilding,119200000.0,2410000000.0,65599999.99999999,,0.1,0.0,,14.2,0.317,8.6,0.0,0.049,560310000.0,91530000.0,47430000.0,309862002.0,4.638999999999999,1090000000.0,-0.17,0.3021373857930794,1068754000.0,23368000.0,68344527.0
XL,Capital Goods,Auto Parts:O.E.M.,,,130000000.0,,,,,,1.442,,0.2477,0.0866,-860.0,-14170000.0,-3683000.0,-13569000.0,,1580000.0,-2.0,-0.677399633177094,1583000.0,-5631000.0,-14901000.0
XL.WS,,,,,,,,,,,,,,,,,,,,,,,,,
XPEV,Capital Goods,Auto Manufacturing,34100000000.0,34100000000.0,713180000.0,,11.2,62.8,,,3.425,,0.0137,0.2072,-558140000.0,,-1744184000.0,-3780574000.0,,,,10.516308286115176,12221210000.0,-1148761000.0,-3691673000.0
XPO,Consumer Services,Transportation Services,11510000000.0,18420000000.0,91420000.0,2.6,4.4,0.7,34.6,166.9,0.016,,0.0144,0.9581999999999999,2670000000.0,1280000000.0,243000000.0,930000000.0,-0.285,2020000000.0,0.8,-0.1137855579868709,2025000000.0,93000000.0,419000000.0
XYL,Capital Goods,Fluid Controls,18650000000.0,20210000000.0,180230000.0,4.0,6.5,3.8,39.6,84.1,-0.059000000000000004,1.2,0.0102,0.9112,2049999999.9999998,760000000.0,147000000.0,695000000.0,-0.431,1600000000.0,1.2,-0.1109701965757768,1402000000.0,37000000.0,401000000.0
YALA,,,2340000000.0,2270000000.0,143230000.0,0.3,11.4,22.1,26.8,53.4,0.904,,0.0,0.121,42910000.0,3080000.0,-30905634.0,28942774.0,,75970000.0,,0.29268912357727234,75673702.0,-30980276.0,28924803.0
AUY,Basic Industries,Precious Metals,4850000000.0,5360000000.0,952620000.0,,1.1,3.2,11.7,39.0,0.228,0.8,0.0032,0.5377000000000001,829400000.0,725300000.0,131800000.0,219200000.0,-0.7240000000000001,479600000.0,0.1,0.45997536945812806,474200000.0,55600000.0,225600000.0
YSG,Consumer Non-Durables,Package Goods/Cosmetics,12050000000.0,12050000000.0,665480000.0,,27.1,11.4,,,0.6659999999999999,,0.0,0.024,1930000000.0,,-644562000.0,143761000.0,,,,1.591479520935216,1954328000.0,-643822000.0,75359000.0
YELP,Consumer Services,Other Consumer Services,2410000000.0,2029999999.9999998,74000000.0,0.4,2.9,2.6,27.5,92.1,-0.159,,0.0409,0.9742000000000001,951780000.0,-5650000.0,9860000.0,35511000.0,,590790000.0,-0.3,0.1238289267690458,590789000.0,-1020000.0,40881000.0
YETI,Consumer Non-Durables,Recreational Products/Toys,6400000000.0,6450000000.0,87080000.0,1.6,28.3,6.2,33.0,64.7,0.28600000000000003,,0.1014,1.1756,475310000.0,175360000.0,70112000.0,89771000.0,1.415,234810000.0,1.1,0.8421473793217068,234813000.0,51445000.0,50434000.0
YEXT,Technology,EDP Services,1980000000.0,1900000000.0,122270000.0,,9.8,5.5,,,0.166,,0.1038,0.7818999999999999,221800000.0,-98680000.0,-21760000.0,-119353000.0,,209000000.0,-0.9,-0.06425427697708051,208996000.0,-22041000.0,-121544000.0
YRD,Finance,Finance: Consumer Services,334100000.0,334100000.0,92810000.0,,0.5,0.4,3.2,8.0,-0.503,,0.0,0.040999999999999995,7950000000.0,,113366000.0,1137491000.0,-0.65,,2.657,-0.033831560293955835,2836229000.0,79837000.0,1155611000.0
DAO,Consumer Services,Other Consumer Services,3020000000.0,3000000000.0,111770000.0,,60.1,7.9,,,1.59,,0.0712,0.7456,370620000.0,,-894004000.0,-600918000.0,,,,-0.378937642870228,77975000.0,-877805000.0,-637396000.0
YPF,Energy,Integrated oil Companies,1740000000.0,8940000000.0,393310000.0,,0.2,0.2,,,-0.039,,0.0002,0.17129999999999998,108130000000.0,,-22084000000.0,21873000000.0,,,3.125,-0.2860870710190206,59641000000.0,-35466000000.0,-34071000000.0
YAC,Finance,Business Services,437290000.0,436160000.0,34500000.0,,,,,,,,0.0,0.3335,,,-142158.0,,,1130000.0,,,1131673.0,-125706.0,
YAC.U,,,,,,,,,,,,,,,,,,,,,,,,,
YAC.WS,,,,,,,,,,,,,,,,,,,,,,,,,
YUMC,Consumer Services,Restaurants,23970000000.0,22020000000.0,419340000.0,2.5,4.0,2.7,28.3,30.7,0.013000000000000001,,0.002,0.8343,1810000000.0,1020000000.0,301000000.0,877000000.0,0.9690000000000001,4210000000.0,1.8,1.6439169139465875,1782000000.0,439000000.0,713000000.0
YUM,Consumer Services,Restaurants,32159999999.999996,42140000000.0,301670000.0,2.3,,5.8,26.5,31.0,0.081,1.8,0.0017000000000000001,0.7872,2830000000.0,1910000000.0,502000000.0,1906000000.0,0.11,1110000000.0,3.4,-0.10699919549477072,1110000000.0,283000000.0,1294000000.0
ZEN,Technology,EDP Services,16719999999.999998,16940000000.000002,116680000.0,2.8,38.8,16.7,188.6,,0.244,,0.0124,1.0153,582130000.0,-92990000.0,-28326000.0,-154004000.0,,943000000.0,-1.6,-0.4527601266030606,383318000.0,-40703000.0,-169653000.0
ZBH,Health Care,Industrial Specialties,33189999999.999996,40510000000.0,207280000.0,41.3,2.8,4.6,20.2,814.8,0.019,0.7,0.0017000000000000001,0.9066,5730000000.0,1930000000.0,354300000.0,1355200000.0,-0.43700000000000006,970200000.0,-0.7,0.355901317633866,967300000.0,242500000.0,1131600000.0
ZTS,Health Care,Major Pharmaceuticals,76780000000.0,80990000000.0,475270000.0,3.6,21.3,11.8,37.1,46.5,0.128,0.6,0.0008,0.9420999999999999,4370000000.0,2780000000.0,670000000.0,2193000000.0,0.106,3660000000.0,3.4,0.08977035490605428,3654000000.0,479000000.0,1500000000.0
ZTO,Transportation,Trucking Freight/Courier Services,25250000000.0,25250000000.0,855300000.0,,3.3,6.2,25.9,28.0,0.261,,0.0062,0.37070000000000003,6620000000.0,,1169120000.0,5462831000.0,-0.081,,0.9,2.118425593699638,16408906000.0,1201019000.0,5674145000.0
ZUO,Technology,Computer Software: Prepackaged Software,1600000000.0,1490000000.0,108200000.0,,9.5,5.2,,,0.076,,0.0075,0.6158,141880000.0,-64420000.0,-15042000.0,-85622000.0,,178760000.0,-0.6,-0.12270657672849916,104047000.0,-16773000.0,-83394000.0
ZYME,Health Care,Major Pharmaceuticals,2610000000.0,2150000000.0,45950000.0,,6.0,109.5,,,-0.664,,0.09849999999999999,0.7881,-86360000.0,-219680000.0,-73743000.0,-150699000.0,,471860000.0,-4.4,0.11181450933419562,244120000.0,-72562000.0,-145437000.0
VCVCU,Finance,Business Services,,,,,,,,,,,,,,,,,,,,,,,
TXG,Capital Goods,Biotechnology: Laboratory Analytical Instruments,19330000000.0,18630000000.0,80160000.0,,23.4,67.5,,,0.17300000000000001,,0.023799999999999998,0.8853,214060000.0,-62270000.0,-20986000.0,129000.0,,768770000.0,-5.4,1.2621616054613936,768773000.0,-65848000.0,-31251000.0
YI,Health Care,Medical/Nursing Services,571570000.0,432690000.0,82360000.0,,7.7,0.5,,,1.128,,0.0,0.07150000000000001,36190000.0,,-122181000.0,-493513000.0,,,-1.2,0.46476049184823925,1030771000.0,-108564000.0,-499606000.0
YQ,Consumer Services,Other Consumer Services,2350000000.0,2350000000.0,187870000.0,,81.2,15.2,,,1.909,,0.0231,0.0,232770000.0,,-572878000.0,-1000108000.0,,,,-0.35112815395308206,814085000.0,-580900000.0,-963750000.0
TURN,Finance,Finance/Investors Services,69090000.0,,10370000.0,,0.8,48.5,,3.3,0.821,,0.0645,0.33140000000000003,791.3,-4290000.0,-541298.0,-4906983.0,,7930000.0,-0.3,0.0,7934245.0,-5629817.0,13178871.0
ATNF,Health Care,Major Pharmaceuticals,,,21170000.0,,,,,,,,0.5718,0.0481,,-20990000.0,-403397.0,-20863286.0,,473.85,,5.757040797410412,473851.0,-1884446.0,-25394046.0
ATNFW,Health Care,Major Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,
FLWS,Consumer Services,Other Specialty Stores,1770000000.0,2060000000.0,36630000.0,,4.5,1.1,24.1,27.7,0.515,,0.3367,0.9301999999999999,622200000.0,121570000.0,-13461000.0,80664000.0,,11010000.0,0.9,-0.9542132005022743,11012000.0,-9762000.0,58998000.0
BCOW,Finance,Banks,48520000.0,,4770000.0,,0.8,2.6,,32.8,0.33399999999999996,,0.5887,0.049100000000000005,16399999.999999998,,0.0,0.0,-0.055,80480000.0,0.3,0.14812497271496966,78898000.0,412000.0,449000.0
ONEM,Health Care,Medical/Nursing Services,5810000000.0,5520000000.0,133009999.99999999,,10.8,17.2,,,0.46,,0.0472,0.985,108640000.0,-70960000.0,-10822000.0,-54113000.0,,682310000.0,-2.7,-0.4629816246778083,161468000.0,-16415000.0,-52554000.0
FCCY,Finance,Savings Institutions,175370000.0,,10240000.0,,0.9,2.5,,11.3,0.32899999999999996,,0.1243,0.41090000000000004,54220000.0,,0.0,0.0,0.355,20050000.0,1.5,0.5939437291368622,20055000.0,4910000.0,13634000.0
SRCE,Finance,Major Banks,1080000000.0,,25550000.0,,1.2,3.3,,14.1,-0.068,2.1,0.1189,0.7356999999999999,310410000.0,,0.0,0.0,-0.179,207240000.0,2.9,-0.14436627532790341,154216000.0,20058000.0,91960000.0
VNET,Technology,"Computer Software: Programming, Data Processing",4960000000.0,5470000000.0,132919999.99999999,,5.0,6.0,,,0.27,,0.0118,0.7686,939450000.0,,75870000.0,234376000.0,,,0.7,0.2033061569491673,5204689000.0,97144000.0,-182292000.0
TWOU,Technology,Computer Software: Prepackaged Software,3170000000.0,3040000000.0,72070000.0,,3.1,3.7,,,0.307,,0.0227,1.0785,412510000.0,-85640000.0,-42207000.0,-157510000.0,,481330000.0,-3.4,1.4708500382437641,481329000.0,-52554000.0,-235222000.0
QFIN,Finance,Finance: Consumer Services,1970000000.0,,,,1.4,1.1,,4.3,,,,,7140000000.0,,993243000.0,2893591000.0,,,,0.05714502179285082,3823221000.0,876514000.0,2501595000.0
KRKR,Miscellaneous,Business Services,130479999.99999999,104550000.0,37490000.0,,1.7,1.4,6.9,,-0.057,,0.004,0.0008,275320000.0,,-16412000.0,-22867000.0,,,,0.13892304705197075,105585000.0,-14016000.0,-850441000.0
FDMT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1170000000.0,1080000000.0,26490000.0,,16.6,33.2,,,-0.552,,0.1766,0.2029,-31730000.0,-51140000.0,-16288000.0,-45627000.0,,49650000.0,,,49652000.0,-16115000.0,-49306000.0
FVAM,Finance,Business Services,,,8620000.0,,,,,,,,0.0,0.1537,,,-17824.0,,,288.7,,,,-17824.0,
JOBS,Technology,Diversified Commercial Services,4580000000.0,4580000000.0,67400000.0,,2.4,8.1,,29.7,-0.084,,0.5714,0.4903,2830000000.0,,175022000.0,1205785000.0,-0.423,,1.6,0.004265348267682079,1962219000.0,173322000.0,532318000.0
VIIAU,Finance,Business Services,,,,,,,,,,,,,,,,,,,,,,,
ETNB,Health Care,Major Pharmaceuticals,425010000.0,205860000.0,19880000.0,,1.9,,,,,,0.006,0.9579000000000001,,-46370000.0,-14433000.0,-26640000.0,,219150000.0,-72.3,1.0755582926435872,141551000.0,-14603000.0,-57420000.0
NMTR,Health Care,Major Pharmaceuticals,170650000.0,159710000.0,203400000.0,,47.1,,,,,,0.1273,0.21170000000000003,,-23490000.0,-6304199.0,-24282781.0,,12440000.0,,-0.07700208120152,12435982.0,-8333337.0,-27048808.0
MASS,Capital Goods,Industrial Machinery/Components,1610000000.0,1610000000.0,25950000.0,,257.9,39.4,,,0.755,,0.1671,0.0001,8140000.000000001,-1420000.0,-1293000.0,-12144000.0,,19710000.0,,0.7390383767093075,19712000.0,-1722000.0,-13373000.0
